hips_x,hips_y,hips_z,Spine_x,Spine_y,Spine_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,leftShoulder_x,leftShoulder_y,leftShoulder_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,leftArm_x,leftArm_y,leftArm_z,leftForeArm_x,leftForeArm_y,leftForeArm_z,leftHand_x,leftHand_y,leftHand_z,RightArm_x,RightArm_y,RightArm_z,RightArm_x,RightForeArm_y,RightForeArm_z,RightHand_x,RightHand_y,RightHand_z,leftUpLeg_x,leftUpLeg_y,leftUpLeg_z,leftLeg_x,leftLeg_y,leftLeg_z,leftFoot_x,leftFoot_y,leftFoot_z,rightUpLeg_x,rightUpLeg_y,rightUpLeg_z,rightLeg_x,rightLeg_y,rightLeg_z,rightFoot_x,rightFoot_y,rightFoot_z,
0.442877,3.330177,3.821265,0.08039042,359.5884,178.5374,0.3693731,359.6873,0.1580293,358.8816,357.8999,358.5601,0.0006564719,0.7526973,89.90566,0.002480786,359.5862,270.6768,294.2304,126.6807,325.071,359.9722,356.8446,342.0642,354.8885,359.9941,358.1079,284.1964,251.5585,13.11704,284.1964,251.5585,13.11704,353.976,8.968884,356.1883,6.652964,85.22552,325.4384,356.5511,2.720056,46.92051,72.47295,98.82176,4.162122,351.6134,268.4925,1.661191,359.7634,359.4379,352.9193,74.94827,269.8427,1.212371,
0.8844988,4.221169,3.438632,0.009802726,359.4101,178.4809,0.3473394,359.6294,0.2050974,358.5236,357.5861,358.5311,0.001736389,0.8736836,89.77708,0.003698868,359.4794,270.8062,294.1332,127.3887,324.9362,0.4343807,359.0676,346.8092,354.2701,2.062443,356.8132,284.4784,249.5352,17.23441,284.4784,249.5352,17.23441,354.0144,8.563255,355.8192,6.142062,85.26271,323.6954,357.2233,2.274832,43.67436,74.19224,98.01495,4.062915,352.0321,268.7798,359.5518,359.7449,358.8543,354.5478,75.70146,268.0931,0.06132584,
1.450231,5.430728,3.032722,359.8935,359.1229,178.4067,0.3496924,359.5938,0.2024235,358.3897,357.4148,358.5982,0.002073469,0.89455,89.73911,0.003682219,359.5004,270.8362,293.7451,127.4832,325.6765,0.5943773,0.99547,351.1071,354.7883,4.02232,355.9823,285.016,247.979,21.15907,285.016,247.979,21.15907,353.9396,8.33977,355.4053,5.732235,85.12729,322.2694,357.9876,1.600798,38.96619,75.9,94.00878,0.890028,352.6307,269.1112,357.5954,359.7335,357.9539,356.0975,76.37032,265.5768,358.4881,
2.110704,6.800511,2.598898,359.7585,358.7937,178.3183,0.3530382,359.5543,0.1964436,358.2573,357.2257,358.6753,0.002399317,0.9093326,89.70229,0.003605033,359.5282,270.8666,293.2795,127.5015,326.6422,0.4305792,3.155588,355.9059,355.3889,6.205617,355.1257,285.6794,246.4447,25.43605,285.6794,246.4447,25.43605,353.8471,8.128032,354.934,5.272659,84.98582,320.6551,358.7583,0.6968794,33.55552,77.67236,88.27941,356.1324,353.3303,269.4697,355.3687,359.7822,356.9179,357.8612,77.12325,262.5032,356.504,
2.612451,7.832354,2.400169,359.6295,358.5051,178.1715,0.3637633,359.5378,0.1504588,358.4309,357.1575,358.7238,0.001676385,0.7925844,89.76295,0.002987954,359.5976,270.8404,292.5776,126.3634,329.0914,0.1923208,3.957968,358.4786,355.9381,7.35688,355.7568,286.5297,245.6562,28.81722,286.5297,245.6562,28.81722,353.6677,8.584156,354.5639,5.142066,84.83351,319.4376,359.4439,359.697,28.72035,77.41673,82.16294,351.1271,354.0281,269.8559,353.5118,359.8683,355.9819,359.2858,77.79374,259.7913,354.8634,
3.160625,8.93997,2.203276,359.4886,358.1943,178.0122,0.374899,359.5201,0.09978636,358.6222,357.0843,358.7747,0.001030718,0.6648058,89.82867,0.002357416,359.6725,270.8119,291.8497,124.974,331.9105,359.8187,4.797616,1.214889,356.5221,8.5948,356.4575,287.4651,245.0191,32.28365,287.4651,245.0191,32.28365,353.4725,9.088101,354.1641,4.997991,84.67684,318.1123,0.0042269,358.5134,23.50541,77.00642,76.02147,346.1865,354.7948,270.2493,351.5043,0.02157287,354.9748,0.8230351,78.51041,256.642,352.8742,
3.610517,10.2928,2.436915,359.2486,357.7325,177.5092,0.3413482,359.5032,359.8926,359.3573,356.9948,358.7255,0.0001373909,0.2610489,89.95581,0.001472519,359.7781,270.7415,290.3449,120.089,341.3939,359.5976,4.58673,2.488439,356.3114,9.190717,359.9382,289.5154,244.6499,37.84867,289.5154,244.6499,37.84867,352.9363,11.09957,353.4988,5.08581,84.73694,314.5385,0.6111545,356.8282,17.3009,72.4358,85.27692,357.5484,356.4028,271.3517,346.913,0.5053985,353.4232,3.833153,80.26904,249.8862,348.4015,
3.55673,10.66074,2.575515,359.1833,357.6232,177.4324,0.2935425,359.4974,359.7472,359.5591,356.9425,358.6535,0.0001097233,0.1186988,89.92949,0.00143398,359.7773,270.7189,289.8544,118.0508,346.0606,359.6247,4.370622,2.362855,355.8402,8.980212,1.327266,290.2896,244.6609,39.34818,290.2896,244.6609,39.34818,352.6943,11.95552,353.1591,5.129812,84.98378,312.6213,0.9356074,356.3023,18.20845,73.19509,89.71746,2.914269,357.2013,271.8152,344.4821,0.7950792,352.852,5.201403,81.06664,247.5487,346.9821,
3.503434,11.01645,2.707316,359.1198,357.5177,177.3583,0.2472887,359.4919,359.6067,359.7542,356.8918,358.5835,2.084075E-05,359.9811,89.90405,0.001396407,359.7765,270.6971,289.4452,115.9224,350.722,359.6501,4.161724,2.241286,355.3862,8.765841,2.670833,291.0405,244.7256,40.75157,291.0405,244.7256,40.75157,352.4607,12.78431,352.8304,5.18794,85.21222,310.7664,1.275619,355.8034,19.08022,73.77846,94.44724,8.538606,357.9934,272.2255,342.1425,1.116259,352.3088,6.51606,81.83139,245.027,345.3479,
3.397299,11.31555,2.519167,359.1054,357.5429,177.6442,0.1946571,359.4901,359.4238,359.6404,356.8445,358.4644,-5.307737E-05,359.9511,89.78985,0.001730973,359.7139,270.6787,289.0995,114.3357,355.2787,359.6606,4.270287,2.218859,354.9956,8.559999,3.130923,291.5414,244.5968,41.09333,291.5414,244.5968,41.09333,352.2933,13.48784,352.3453,5.12925,85.33837,309.7726,1.615926,355.119,19.73272,73.94032,93.28871,8.251788,359.1369,272.4553,339.669,1.473385,351.7169,7.894363,81.7235,247.4104,348.4906,
3.288163,11.61192,2.316126,359.0925,357.5728,177.9432,0.1419031,359.4887,359.2395,359.5154,356.7975,358.3434,-0.0001775816,359.925,89.67258,0.002058942,359.6491,270.6604,288.7901,112.6633,359.9255,359.6705,4.390216,2.199849,354.6085,8.352083,3.558609,292.0335,244.4713,41.38324,292.0335,244.4713,41.38324,352.1293,14.18824,351.8546,5.068837,85.46035,308.8112,1.973451,354.4356,20.37229,74.08779,91.89745,7.729948,0.2866207,272.6256,337.1985,1.865155,351.1331,9.264734,81.55473,249.8628,351.6973,
3.248068,11.77911,1.577324,359.1146,357.6936,178.4821,0.1219995,359.4943,359.0892,359.2379,356.7634,358.1366,3.540576E-06,359.9917,89.54427,0.002636266,359.5383,270.6453,288.551,111.8539,3.024173,359.6757,4.657699,2.197221,354.5158,8.242085,3.22732,292.1476,244.1637,40.59657,292.1476,244.1637,40.59657,352.1421,14.81352,351.3794,4.70993,85.53643,308.8974,2.176398,353.8959,20.96824,73.64855,86.04031,2.276006,1.718273,272.3124,335.4888,2.094061,350.1883,9.874193,79.81128,254.9072,357.3161,
3.205067,11.95388,0.7873511,359.1357,357.8225,179.0529,0.1010783,359.5004,358.9307,358.945,356.7281,357.9163,0.0003577445,0.0622313,89.40882,0.003218487,359.4207,270.6294,288.3048,110.9413,6.342452,359.6812,4.939715,2.194582,354.4181,8.125735,2.876244,292.2547,243.8152,39.77436,292.2547,243.8152,39.77436,352.1588,15.47754,350.8774,4.323217,85.61917,308.9955,2.39674,353.3357,21.60551,73.04199,80.24609,356.8985,3.188643,271.9335,333.6661,2.344904,349.1909,10.50078,77.86677,258.4763,1.487285,
3.095198,11.90918,359.5938,359.1617,357.9854,179.5322,0.09586319,359.5087,358.8528,358.8134,356.6778,357.5914,0.000733665,0.1193921,89.33109,0.00391658,359.2952,270.6309,288.2054,110.873,7.413579,359.6858,5.072464,2.201803,354.3714,7.99558,2.569077,291.9059,243.1878,38.50426,291.9059,243.1878,38.50426,352.3981,16.18997,350.5605,3.462315,85.92143,309.6029,2.333935,353.4703,22.78027,73.16191,79.14461,355.3114,4.636246,271.1845,332.8832,2.185898,348.3023,9.801629,74.22745,262.6677,5.678348,
2.959675,11.8431,358.2352,359.1878,358.1576,180.0703,0.08724741,359.5177,358.7747,358.6883,356.6201,357.2317,0.001180015,0.1753826,89.253,0.004702025,359.1584,270.6353,288.1169,110.8587,8.415551,359.6911,5.204219,2.210136,354.3017,7.844844,2.254326,291.4546,242.4299,37.14357,291.4546,242.4299,37.14357,352.6727,16.96314,350.2336,2.457048,86.30537,310.3233,2.277057,353.572,24.17212,73.5476,77.78613,353.4802,6.212969,270.364,332.3279,1.797667,347.5017,8.232291,69.27509,265.4274,8.237309,
2.724025,11.61798,356.7377,359.2125,358.2257,180.5971,0.05289708,359.523,358.7858,358.7815,356.5441,356.9226,0.001031759,0.1544731,89.26187,0.005481547,359.0624,270.6656,288.2811,111.5145,7.460092,359.6972,5.173386,2.220615,354.073,7.65188,2.224761,290.6065,241.3323,36.17994,290.6065,241.3323,36.17994,352.9964,17.48801,350.1797,1.121905,87.20077,311.3757,2.554365,353.2771,26.20978,76.37313,75.09301,350.9948,7.716683,269.9573,335.2262,359.8092,348.718,359.3541,56.91984,267.0424,7.798954,
2.480972,11.39547,355.2272,359.2362,358.2932,181.1307,0.01750424,359.5286,358.7982,358.8756,356.4679,356.6126,0.0008796136,0.1326624,89.27193,0.006321287,358.966,270.6966,288.4569,112.1768,6.476182,359.7033,5.142444,2.231139,353.8418,7.457441,2.192265,289.7336,240.1917,35.25748,289.7336,240.1917,35.25748,353.321,18.0111,350.1286,359.7551,88.08263,312.4312,2.844522,352.9915,28.25416,79.18316,71.06314,347.177,9.31637,269.6082,338.139,358.4538,350.1844,350.2871,44.60036,268.7576,7.459211,
2.257819,11.18261,353.9652,359.2689,358.255,181.6815,359.9435,359.5408,358.8769,359.001,356.471,356.4951,0.0004411408,0.07138236,89.35075,0.007167804,358.9119,270.751,288.945,113.5782,3.619757,359.7085,5.126314,2.238465,353.6295,7.309708,2.001072,288.6113,238.6595,34.93764,288.6113,238.6595,34.93764,353.4648,18.05324,350.2958,358.4949,88.98509,313.8286,3.098881,352.6767,29.23066,81.33327,65.80055,342.2434,9.591234,269.1422,341.5189,357.6534,350.1917,343.7058,42.26565,268.5311,6.613687,
2.02118,10.90045,352.0838,359.3331,358.1196,182.6938,359.7879,359.5839,359.0569,359.0936,356.6663,356.5044,-1.376502E-05,359.9881,89.51401,0.008739067,358.8562,270.8719,290.0569,116.7966,356.6701,359.7322,4.995702,2.177421,353.5739,6.95022,1.110624,286.3998,235.3879,34.89541,286.3998,235.3879,34.89541,353.2841,17.3591,350.861,356.3002,90.55208,317.0483,3.577882,352.0391,30.13205,84.84193,44.7334,321.9451,9.303455,268.3267,349.1053,356.3911,350.0785,331.3542,40.24103,267.6744,5.05017,
2.027586,10.83442,351.5368,359.364,358.0224,183.131,359.7087,359.6156,359.1555,359.0456,356.8688,356.6433,-6.636423E-05,359.9709,89.59401,0.009366377,358.8588,270.9368,290.6892,118.5504,352.6377,359.7533,4.862539,2.086744,353.7563,6.722301,0.3952268,285.355,233.682,35.19192,285.355,233.682,35.19192,352.928,16.57115,351.2823,355.4215,91.18606,318.882,3.777475,351.7174,29.96733,85.87455,25.23202,302.8739,8.630929,267.9376,353.3091,355.8198,349.9455,325.8415,40.74216,266.9024,4.224339,
2.179032,10.76356,351.7169,359.3731,357.9601,183.274,359.665,359.6567,359.2083,358.8422,357.1518,356.8318,7.436669E-05,0.01071297,89.59681,0.00946312,358.8973,270.9796,291.0527,120.3135,348.7872,359.8303,4.389355,1.566509,354.1452,6.202351,359.6438,284.772,232.9752,34.97885,284.772,232.9752,34.97885,352.2835,15.30794,352.0893,355.0737,91.42212,320.8967,3.774347,351.5191,28.93561,86.2411,8.860521,286.7422,7.327234,267.7537,357.4731,355.4608,349.9717,322.9186,42.62794,265.5213,2.938439,
2.343148,10.68712,351.9126,359.3834,357.8925,183.4292,359.6175,359.7014,359.2656,358.6192,357.4583,357.0342,0.000224991,0.0539282,89.59986,0.009535638,358.9392,271.0261,291.5013,122.105,344.7248,359.9023,3.87474,1.000278,354.568,5.632009,358.8286,284.14,232.1842,34.77653,284.14,232.1842,34.77653,351.5834,13.92619,352.9662,354.6834,91.6673,323.0819,3.761135,351.3016,27.81603,86.25039,349.2192,267.3611,5.904827,267.4374,1.999528,355.0757,350.0243,319.743,44.65059,263.8847,1.405212,
2.415137,10.36722,352.538,359.3836,357.9237,183.3521,359.5848,359.7439,359.2651,358.3342,357.7194,357.1304,0.000416885,0.09389221,89.536,0.009309441,358.9818,271.0436,291.8454,123.7052,341.1716,0.04472774,2.883366,359.4322,354.6509,4.578932,358.4338,283.7826,232.4219,33.57811,283.7826,232.4219,33.57811,350.9215,12.12716,354.323,354.5682,91.59969,325.7689,3.455282,351.3152,25.90653,86.24538,335.5264,253.5289,4.454437,267.3145,5.446711,355.0804,350.2741,319.5742,46.91423,262.1923,359.6802,
2.487877,10.03228,353.1898,359.3835,357.96,183.263,359.5525,359.7868,359.2618,358.0424,357.9807,357.22,0.0006592466,0.1341455,89.46821,0.00905523,359.0249,271.0598,292.2263,125.2292,337.6861,0.1310373,1.855408,357.7943,354.7184,3.49101,358.055,283.4366,232.7495,32.28376,283.4366,232.7495,32.28376,350.2554,10.27289,355.7197,354.469,91.51215,328.5094,3.137988,351.353,23.93832,86.04632,322.6264,240.4689,2.962879,267.1088,8.875047,355.1037,350.5355,319.5482,49.17464,260.2726,357.7212,
2.345172,9.270699,353.9919,359.388,358.1189,183.0653,359.5194,359.811,359.2306,357.8242,358.1033,357.1868,0.0006037881,0.1113145,89.41623,0.008952937,359.0262,271.0493,292.6792,126.523,334.6826,0.1828142,0.5842416,354.7435,354.1655,2.076547,358.3947,283.191,234.3613,29.46753,283.191,234.3613,29.46753,350.057,8.59636,357.0756,354.5252,91.13647,332.0023,2.57001,351.7518,21.54025,86.01814,311.3392,228.4766,1.845672,267.1613,11.04576,355.3865,350.7768,322.1308,51.59209,259.4108,356.8188,
2.214667,8.532962,354.755,359.3935,358.2739,182.8749,359.4889,359.833,359.2015,357.6266,358.214,357.1537,0.0005156593,0.08712124,89.37003,0.008859449,359.0259,271.0379,293.1428,127.6442,331.9505,0.09477362,359.3934,351.8042,353.6323,0.7348713,358.7433,282.9771,236.0114,26.66882,282.9771,236.0114,26.66882,349.8926,7.033989,358.3342,354.6065,90.80096,334.7106,2.071387,352.1739,19.26624,85.84528,301.2064,217.6523,0.7925971,267.1806,13.03485,355.6701,351.0151,324.6648,53.86984,258.5558,355.9247,
1.987271,7.548283,355.527,359.4044,358.4982,182.6453,359.4794,359.839,359.1997,357.6248,358.2453,357.1554,0.0001549624,0.02249274,89.39743,0.008761799,359.002,271.0018,293.8116,128.3323,329.7838,359.8933,358.4381,348.0975,353.1136,359.5135,359.4876,282.7383,238.5678,22.76587,282.7383,238.5678,22.76587,350.0757,6.117133,358.9515,354.8109,90.20481,337.6729,1.518827,352.8441,17.19598,85.59692,291.3718,206.7135,0.2218793,267.3821,14.13082,356.1122,351.2015,328.5094,56.096,259.108,356.4155,
1.777484,6.573482,356.2957,359.4171,358.7198,182.4184,359.4701,359.8449,359.1979,357.6229,358.2762,357.157,-0.0001713334,359.9586,89.42451,0.008650381,358.9782,270.966,294.4896,128.9248,327.7235,359.5475,357.5267,344.4388,352.6013,358.2992,0.2243171,282.5449,241.2113,18.79289,282.5449,241.2113,18.79289,350.2573,5.212653,359.5615,355.0566,89.62164,340.5971,1.046228,353.5366,15.13752,85.21276,283.094,197.3439,359.6452,267.568,15.20873,356.5596,351.4176,332.307,58.29487,259.729,356.9759,
1.562145,5.544487,356.983,359.4552,358.9569,182.1513,359.5038,359.8505,359.2503,357.8759,358.3619,357.3409,-0.000352862,359.9106,89.50069,0.007552909,359.0219,270.8806,295.4659,128.6968,326.0927,359.2003,356.9962,340.429,352.8122,357.5684,0.7229342,282.2956,244.6888,13.76064,282.2956,244.6888,13.76064,350.6155,4.922898,359.6324,355.3957,88.84285,343.2539,0.6241369,354.304,13.60588,84.55022,276.4955,189.427,359.3019,267.74,15.91461,357.1949,351.8621,336.4458,60.338,261.58,358.4192,
1.3519,4.484846,357.6909,359.4972,359.2006,181.8764,359.5392,359.8563,359.3053,358.1404,358.4519,357.5343,-0.0004703826,359.8617,89.57996,0.006475446,359.0681,270.7917,296.4788,128.3821,324.4758,358.7554,356.5038,336.3097,353.0443,356.83,1.229665,282.1168,248.4394,8.411765,282.1168,248.4394,8.411765,350.987,4.638658,359.6938,355.802,88.05126,345.9661,0.261455,355.1125,12.03386,83.78252,271.6026,183.1757,358.9483,267.9109,16.62916,357.8095,352.3815,340.7057,62.41122,263.7388,0.1521086,
0.9011537,2.454976,358.8314,359.6795,359.6577,181.2426,359.6935,359.8921,359.5052,359.1283,358.9105,358.3831,-0.0002985273,359.8499,89.74405,0.002255777,359.4418,270.4556,298.7158,126.8317,320.5313,358.1224,356.0718,327.6885,355.3511,356.4443,1.138426,281.989,257.7479,355.3302,281.989,257.7479,355.3302,351.8687,4.744825,359.5429,356.7504,86.12443,351.486,359.7018,356.7191,8.960929,81.84289,266.6423,175.1607,358.5697,268.168,18.71048,359.05,354.4229,348.7402,64.43127,272.5722,7.086552,
0.6937768,1.79756,359.1637,359.7613,359.7701,180.9268,359.7695,359.9176,359.6242,359.3871,359.1748,358.7863,-0.0001601292,359.8823,89.80843,0.001234063,359.5896,270.3344,299.4001,125.873,319.567,357.9959,355.933,324.7036,356.5098,356.5079,0.8693585,281.9731,261.6206,349.9175,281.9731,261.6206,349.9175,352.3074,4.620109,359.6253,357.1942,85.11607,354.3059,359.5665,357.3775,7.088503,81.16407,266.5284,173.567,358.2754,268.2723,20.89005,359.4317,356.1312,350.4618,63.78889,272.4049,5.425951,
0.4470181,1.050999,359.5415,359.8564,359.8937,180.5613,359.8569,359.9474,359.7622,359.6712,359.4824,359.2522,-4.469305E-05,359.9208,89.88235,0.0004533138,359.7575,270.197,300.1563,124.7791,318.4688,357.8675,355.7793,321.3185,357.8415,356.5799,0.5567408,282.0498,266.0145,343.7645,282.0498,266.0145,343.7645,352.8144,4.465927,359.7252,357.788,83.90932,357.6993,359.5496,358.1478,4.611491,80.53448,266.937,172.1926,357.9229,268.3567,23.21664,359.7655,358.0832,352.7256,63.27356,271.8958,3.212434,
0.2222991,0.5151163,359.8091,359.9309,359.9596,180.2467,359.9288,359.9737,359.8815,359.8378,359.7415,359.6266,1.644348E-05,359.9605,89.94138,0.0001400389,359.8791,270.0981,300.6497,123.9049,317.8059,357.8108,355.6554,318.8987,358.9124,356.6693,0.2787288,282.1122,269.382,339.0325,282.1122,269.382,339.0325,353.2401,4.265634,359.8398,358.2719,82.47181,1.560636,359.8756,358.7844,0.4756886,81.06921,269.0819,172.3578,357.6512,268.3069,23.91928,359.9304,359.4567,356.3577,64.40015,268.5077,358.5301,
-0.00501782,359.9821,0.03137306,0.002503449,0.002045415,179.9897,0.003437234,0.001415699,0.004762392,0.006143748,0.01250863,0.01571011,3.661305E-05,0.002151487,90.00227,3.684525E-05,0.005379158,269.996,301.1417,123.0092,317.1208,357.7613,355.5228,316.4057,0.02116342,356.7551,359.991,282.2443,272.7749,334.2381,282.2443,272.7749,334.2381,353.6815,4.058684,359.9574,359.5397,82.6719,1.128689,359.0424,1.372291,5.73847,83.41727,257.3561,158.5273,357.4104,268.2786,24.57482,359.935,0.8050898,359.8416,65.23965,264.9033,353.674,
359.8799,359.5605,0.7690703,0.06055167,0.05015661,179.746,0.08381714,0.03464993,0.1172075,0.1484685,0.3066976,0.3856019,1.077722E-05,0.05304907,90.05592,0.0001460887,0.1332453,269.906,301.3907,122.1408,316.9387,357.7127,355.3051,314.3135,1.078054,356.8022,359.715,282.3704,275.6862,330.1939,282.3704,275.6862,330.1939,354.1185,3.852094,0.05014202,0.9802796,82.52107,1.72995,358.7115,1.530901,7.87911,88.74228,249.2128,150.3751,357.0716,268.5555,24.97584,0.004028848,0.9735622,355.7801,62.4291,269.5166,358.5356,
359.7737,359.1807,1.455679,0.1130624,0.09375569,179.5226,0.1583211,0.06591868,0.2190041,0.2777519,0.5804672,0.7254984,-5.490498E-05,0.1003953,90.10452,0.0004251659,0.2521847,269.8235,301.5864,121.3625,316.7966,357.671,355.0942,312.4254,2.04314,356.8367,359.4628,282.5287,278.2251,326.6434,282.5287,278.2251,326.6434,354.5175,3.667094,0.1306908,2.320005,82.41724,2.162779,358.3827,1.681901,10.02835,86.17111,81.86719,343.0325,356.7307,268.7976,25.26676,0.03293062,1.109492,352.1331,59.7692,272.8085,2.073929,
359.6035,358.9811,2.243967,0.1437698,0.1285186,179.3163,0.2411891,0.105089,0.2900101,0.427923,0.8833015,1.028409,-0.0001515848,0.1548655,90.13931,0.0008786398,0.3881822,269.7515,301.3046,120.7775,317.307,357.6027,354.7116,311.1935,2.860279,356.7968,359.2497,282.675,279.8021,324.5667,282.675,279.8021,324.5667,354.8532,3.560083,0.133091,3.950922,82.6302,0.6177653,357.6773,2.05177,15.02042,78.85722,76.01399,337.3658,355.9955,268.8857,24.32217,359.9677,0.9702877,350.0611,58.17373,273.8809,3.678892,
359.4627,358.8137,2.898067,0.1694126,0.1572625,179.1451,0.3098731,0.1376512,0.3490212,0.5500858,1.135189,1.281,-0.0002568591,0.2000552,90.16814,0.001384554,0.5010263,269.6918,301.0729,120.2847,317.7381,357.5461,354.3958,310.1713,3.538253,356.7614,359.0727,282.8073,281.0726,322.8816,282.8073,281.0726,322.8816,355.1319,3.471301,0.1351055,5.332237,82.77141,359.3535,357.1289,2.316323,19.16954,72.7886,74.87249,336.3789,355.3913,268.9702,23.53372,359.8848,0.8594813,348.3423,56.83416,274.6462,4.886161,
359.2639,359.081,3.552045,0.1565628,0.1314347,179.0628,0.3822931,0.1752505,0.3116561,0.7546557,1.359604,1.369292,-0.0003104801,0.2391295,90.16637,0.002039665,0.6511415,269.6476,299.9628,120.2564,319.3724,357.3415,353.7457,310.5765,3.844646,356.4692,359.0322,282.8232,280.3885,324.2368,282.8232,280.3885,324.2368,355.2237,3.735051,359.9324,6.370882,82.96395,356.9717,356.2662,2.857979,24.80253,68.84726,79.26195,340.5614,354.5077,268.9113,22.40595,359.8126,0.8729389,346.8348,59.35163,273.8381,4.370008,
359.0322,359.3887,4.282581,0.1411649,0.1012595,178.9724,0.4637328,0.2175704,0.2677064,0.9852995,1.611251,1.466673,-0.0003673761,0.2828602,90.1637,0.002913182,0.8204172,269.5983,298.712,120.1346,321.3215,357.1121,353.005,311.0635,4.180334,356.1355,358.9896,282.8432,279.5814,325.8226,282.8432,279.5814,325.8226,355.3227,4.038432,359.7005,7.585518,83.12334,354.2881,355.2893,3.35968,31.16398,64.3788,82.76498,343.8241,353.5163,268.8659,21.12736,359.7148,0.8952278,345.1481,62.25925,272.7643,3.620625,
358.6817,0.2232541,5.254383,0.1735561,0.02463833,178.8007,0.5477906,0.2082183,0.03877022,1.322953,1.39189,0.9533983,-0.0004110653,0.2711226,90.18926,0.003842728,1.002352,269.565,296.1144,121.0915,324.2299,356.399,351.3781,314.7855,3.923036,354.9134,359.4276,282.9988,273.588,335.4417,282.9988,273.588,335.4417,354.9467,5.833878,358.8809,8.954932,83.44704,346.69,353.5428,3.932686,43.44783,60.51061,87.91722,348.6363,351.7934,268.4085,17.45361,359.6544,0.8300052,343.9329,66.70027,271.516,2.529303,
358.7097,0.4829521,5.335171,0.1947573,0.000611804,178.7504,0.5441318,0.1591508,359.9774,1.216169,1.000851,0.5358201,-0.0004553015,0.2613593,90.21571,0.002944985,0.9054548,269.632,295.524,121.5891,324.9036,356.2843,350.9956,317.0873,3.190838,354.5457,359.7872,283.0861,270.3942,340.541,283.0861,270.3942,340.541,354.6921,6.745122,358.515,8.982322,83.69035,343.3825,353.3338,3.927355,46.90457,61.14134,89.91582,350.8788,351.3947,268.1945,15.64619,359.698,0.7856704,344.4182,68.07223,271.6297,2.510797,
358.7393,0.7635058,5.422927,0.2176017,359.9746,178.6961,0.540047,0.1061373,359.9112,1.094578,0.5794811,0.08662304,-0.0004979635,0.2508018,90.24429,0.002102658,0.8007882,269.7045,294.8845,122.1213,325.6289,356.1921,350.5664,319.5732,2.400043,354.1434,0.1753063,283.2637,267.0147,345.9877,283.2637,267.0147,345.9877,354.4174,7.731011,358.1197,9.063251,83.93877,339.8095,353.1574,3.920593,50.64217,61.77337,92.1852,353.4116,350.9532,267.9767,13.69689,359.7426,0.7385305,344.9424,69.55377,271.7487,2.487094,
358.9773,1.033691,5.225455,0.2216483,359.9535,178.6722,0.5081146,0.01590975,359.9288,0.6942275,359.9487,359.5885,-0.0005803393,0.2998968,90.23577,0.0006141834,0.5216072,269.8732,294.6204,123.0102,325.7666,356.658,350.8864,323.36,0.7454788,354.4145,0.4701352,283.4015,263.2907,352.1367,283.4015,263.2907,352.1367,354.1824,8.540096,357.7144,8.712007,84.28066,336.1944,353.6034,3.771605,52.20138,63.88402,94.42636,356.3961,350.8337,267.8887,11.28424,359.7997,0.6691015,346.2613,70.8492,272.1087,2.673968,
359.2153,1.283845,5.020329,0.2238838,359.9342,178.6524,0.4763245,359.9291,359.9519,0.2911607,359.3496,359.1303,-0.0006507222,0.3502043,90.22495,-0.0001261984,0.2485374,270.0752,294.4012,123.8771,325.8308,357.1157,351.2844,326.9788,359.1408,354.7122,0.7366092,283.6133,259.9042,357.813,283.6133,259.9042,357.813,353.9675,9.278708,357.3371,8.391562,84.6158,332.8286,354.0869,3.645141,53.47117,65.89376,96.99327,359.6913,350.7383,267.8188,9.007873,359.8469,0.6048256,347.549,72.03699,272.4873,2.889403,
359.6027,1.823221,4.621312,0.1911386,359.8603,178.6261,0.4326024,359.835,0.03239633,359.7594,358.7625,358.8354,-0.0004777664,0.4897444,90.12039,0.0001534041,359.9583,270.3207,294.3655,124.9436,325.5126,358.2426,352.8706,332.1206,357.2411,356.2423,0.1460299,283.7468,256.6965,3.464071,283.7468,256.6965,3.464071,353.9439,9.378944,356.9483,7.793357,84.95714,330.443,354.9708,3.399976,52.02674,68.3731,98.26789,1.943528,350.9468,267.991,6.372719,359.8332,0.3428424,349.4155,73.13529,272.1114,2.654858,
359.935,2.282676,4.284042,0.1623865,359.7965,178.6039,0.3958592,359.7562,0.101953,359.3065,358.275,358.6039,-0.0001197951,0.6097361,90.02943,0.001333114,359.7155,270.5223,294.3422,125.8476,325.2236,359.0302,354.3635,336.4919,355.6444,357.5844,359.6182,283.9119,254.0989,8.113193,283.9119,254.0989,8.113193,353.9321,9.436973,356.6234,7.255359,85.19927,327.5435,355.7015,3.155793,50.70804,70.43363,99.69238,4.193733,351.134,268.1356,4.16058,359.8272,0.1152249,350.996,74.04772,271.7398,2.413404,
0.3875012,3.216864,3.87047,0.08932406,359.611,178.5446,0.3721713,359.6946,0.1520792,358.927,357.9397,358.5641,0.0005388912,0.7373446,89.92197,0.002343475,359.5997,270.6604,294.2426,126.5914,325.0875,359.8909,356.5691,341.4633,354.967,359.7327,358.2721,284.1632,251.8234,12.58712,284.1632,251.8234,12.58712,353.9712,9.020319,356.2351,6.717666,85.22205,325.6597,356.4626,2.771716,47.33218,72.25481,98.92256,4.173132,351.5608,268.4548,1.929049,359.7681,359.5118,352.7127,74.85229,270.0564,1.350194,
