hips_x,hips_x,,,,hips_y,hips_y,,,,hips_z,hips_z,,,,Spine_x,Spine_x,,,,Spine_y,Spine_y,,,,Spine_z,Spine_z,,,,leftUpLeg_x,leftUpLeg_x,,,,leftUpLeg_y,leftUpLeg_y,,,,leftUpLeg_z,leftUpLeg_z,,,,leftLeg_x,leftLeg_x,,,,leftLeg_y,leftLeg_y,,,,leftLeg_z,leftLeg_z,,,,leftFoot_x,leftFoot_x,,,,leftFoot_y,leftFoot_y,,,,leftFoot_z,leftFoot_z,,,,rightUpLeg_x,rightUpLeg_x,,,,rightUpLeg_y,rightUpLeg_y,,,,rightUpLeg_z,rightUpLeg_z,,,,rightLeg_x,rightLeg_x,,,,rightLeg_y,rightLeg_y,,,,rightLeg_z,rightLeg_z,,,,rightFoot_x,rightFoot_x,,,,rightFoot_y,rightFoot_y,,,,rightFoot_z,rightFoot_z,,,
1.420445,-2.73E-05,1.42E+00,2.02E+00,,5.367942,0,5.367942,28.81480132,,3.05342,0,3.05342,9.323373696,,359.8995,5.46E-05,3.60E+02,1.30E+05,,359.1378,7.83E-19,3.59E+02,1.29E+05,,178.4105,180,-1.5895,2.52651025,,5.753696,0,5.753696,33.10501766,,85.13402,89.99995,-4.86593,23.67727476,,322.3433,0,322.3433,103905.2031,,357.9501,-0.000136604,357.9502366,128128.3719,,1.638465,5.32E-11,1.64E+00,2.68E+00,,39.21131,-2.23E-05,3.92E+01,1.54E+03,,75.81245,90,-14.18755,201.286575,,94.23662,89.99995,4.23667,17.94937269,,1.074535,0,1.074535,1.154625466,,352.5994,0,352.5994,124326.3369,,269.0945,270.0001,-0.9056,0.82011136,,357.6969,0,357.6969,127947.0723,,359.7328,0,359.7328,129407.6874,,358.0008,0,358.0008,128164.5728,,356.017,0,356.017,126748.1043,,76.33585,90,-13.66415,186.7089952,,265.7115,270,-4.2885,18.39123225,,358.5738,0,358.5738,128575.17,
1.896426,-2.73E-05,1.90E+00,3.60E+00,,6.36013,0,6.36013,40.45125362,,2.731104,0,2.731104,7.458929059,,359.8032,5.46E-05,3.60E+02,1.29E+05,,358.9014,7.83E-19,3.59E+02,1.29E+05,,178.3503,180,-1.6497,2.72151009,,5.411713,0,5.411713,29.28663759,,85.03181,89.99995,-4.96814,24.68241506,,321.1744,0,321.1744,103152.9952,,358.514,-0.000136604,358.5141366,128532.3861,,1.010783,5.32E-11,1.01E+00,1.02E+00,,35.3313,-2.23E-05,3.53E+01,1.25E+03,,77.17882,90,-12.82118,164.3826566,,90.33565,89.99995,0.3357,0.11269449,,357.859,0,357.859,128063.0639,,353.097,0,353.097,124677.4914,,269.3513,270.0001,-0.6488,0.42094144,,356.0929,0,356.0929,126802.1534,,359.7594,0,359.7594,129426.8259,,357.2583,0,357.2583,127633.4929,,357.2896,0,357.2896,127655.8583,,76.87755,90,-13.12245,172.198694,,263.5272,270,-6.4728,41.89713984,,357.1661,0,357.1661,127567.623,
2.365237,-2.73E-05,2.37E+00,5.59E+00,,7.326641,0,7.326641,53.67966834,,2.496168,0,2.496168,6.230854684,,359.693,5.46E-05,3.60E+02,1.29E+05,,358.6466,7.83E-19,3.59E+02,1.29E+05,,178.2434,180,-1.7566,3.08564356,,5.20677,0,5.20677,27.11045383,,84.90765,89.99995,-5.0923,25.93151929,,320.0345,0,320.0345,102422.0812,,359.127,-0.000136604,359.1271366,128972.3002,,0.2006123,5.32E-11,2.01E-01,4.02E-02,,31.09289,-2.23E-05,3.11E+01,9.67E+02,,77.55382,90,-12.44618,154.9073966,,85.13659,89.99995,-4.86336,23.65227049,,353.5559,0,353.5559,125001.7744,,353.6846,0,353.6846,125092.7963,,269.6696,270.0001,-0.3305,0.10923025,,354.4215,0,354.4215,125614.5997,,359.8194,0,359.8194,129470.0006,,356.4407,0,356.4407,127049.9726,,358.5877,0,358.5877,128585.1386,,77.4662,90,-12.5338,157.0961424,,261.1432,270,-8.8568,78.44290624,,355.6899,0,355.6899,126515.305,
2.843055,-2.73E-05,2.84E+00,8.08E+00,,8.299608,0,8.299608,68.88349295,,2.313828,0,2.313828,5.353800014,,359.5706,5.46E-05,3.60E+02,1.29E+05,,358.3743,7.83E-19,3.58E+02,1.28E+05,,178.1053,180,-1.8947,3.58988809,,5.081107,0,5.081107,25.81764835,,84.76594,89.99995,-5.23401,27.39486068,,318.8856,0,318.8856,101688.0259,,359.7028,-0.000136604,359.7029366,129386.2026,,359.2105,5.32E-11,3.59E+02,1.29E+05,,26.52342,-2.23E-05,2.65E+01,7.03E+02,,77.27037,90,-12.72963,162.0434799,,79.46222,89.99995,-10.53773,111.0437536,,348.9304,0,348.9304,121752.424,,354.3479,0,354.3479,125562.4342,,270.0228,270.0001,0.0227,0.00051529,,352.672,0,352.672,124377.5396,,359.9249,0,359.9249,129545.9336,,355.558,0,355.558,126421.4914,,359.9305,0,359.9305,129549.9648,,78.09429,90,-11.90571,141.7459306,,258.5001,270,-11.4999,132.2477,,354.0582,0,354.0582,125357.209,
3.232884,-2.73E-05,3.23E+00,1.05E+01,,9.15035,0,9.15035,83.72890512,,2.238003,0,2.238003,5.008657428,,359.4518,5.46E-05,3.59E+02,1.29E+05,,358.1221,7.83E-19,3.58E+02,1.28E+05,,177.9328,180,-2.0672,4.27331584,,5.010532,0,5.010532,25.10543092,,84.68365,89.99995,-5.3163,28.26304569,,317.571,0,317.571,100851.34,,0.1243092,-0.000136604,0.124445804,0.015486758,,358.2623,5.32E-11,3.58E+02,1.28E+05,,22.50162,-2.23E-05,2.25E+01,5.06E+02,,76.30393,90,-13.69607,187.5823334,,77.92712,89.99995,-12.07283,145.7532242,,348.4143,0,348.4143,121392.5244,,355.033,0,355.033,126048.4311,,270.4268,270.0001,0.4267,0.18207289,,350.8051,0,350.8051,123064.2182,,0.07996166,0,0.07996166,0.006393867,,354.7341,0,354.7341,125836.2817,,1.284736,0,1.284736,1.65054659,,78.78283,90,-11.21717,125.8249028,,255.6851,270,-14.3149,204.916362,,352.2678,0,352.2678,124092.6029,
3.440731,-2.73E-05,3.44E+00,1.18E+01,,9.752988,0,9.752988,95.12077493,,2.338379,0,2.338379,5.468016348,,359.3453,5.46E-05,3.59E+02,1.29E+05,,357.9156,7.83E-19,3.58E+02,1.28E+05,,177.7059,180,-2.2941,5.26289481,,5.048455,0,5.048455,25.48689789,,84.70089,89.99995,-5.29906,28.08003688,,316.0206,0,316.0206,99869.01962,,0.4100237,-0.000136604,0.410160304,0.168231475,,357.5211,5.32E-11,3.58E+02,1.28E+05,,19.62379,-2.23E-05,1.96E+01,3.85E+02,,74.19712,90,-15.80288,249.7310163,,82.25037,89.99995,-7.74958,60.05599018,,353.6604,0,353.6604,125075.6785,,355.7293,0,355.7293,126543.3349,,270.9167,270.0001,0.9166,0.84015556,,348.8097,0,348.8097,121668.2068,,0.2783799,0,0.2783799,0.077495369,,354.0481,0,354.0481,125350.0571,,2.603012,0,2.603012,6.775671472,,79.55558,90,-10.44442,109.0859091,,252.7694,270,-17.2306,296.8935764,,350.3561,0,350.3561,122749.3968,
3.597014,-2.73E-05,3.60E+00,1.29E+01,,10.38608,0,10.38608,107.8706578,,2.472271,0,2.472271,6.112123897,,359.232,5.46E-05,3.59E+02,1.29E+05,,357.7048,7.83E-19,3.58E+02,1.28E+05,,177.4897,180,-2.5103,6.30160609,,5.095386,0,5.095386,25.96295849,,84.80048,89.99995,-5.19947,27.03448828,,314.0527,0,314.0527,98629.09838,,0.6907615,-0.000136604,0.690898104,0.47734019,,356.6939,5.32E-11,3.57E+02,1.27E+05,,17.53146,-2.23E-05,1.75E+01,3.07E+02,,72.64214,90,-17.35786,301.2953038,,86.35686,89.99995,-3.64309,13.27210475,,358.8629,0,358.8629,128782.581,,356.6031,0,356.6031,127165.7709,,271.4729,270.0001,1.4728,2.16913984,,346.2957,0,346.2957,119920.7118,,0.5747117,0,0.5747117,0.330293538,,353.2776,0,353.2776,124805.0627,,4.180723,0,4.180723,17.4784448,,80.47173,90,-9.52827,90.78792919,,249.3161,270,-20.6839,427.8237192,,348.0641,0,348.0641,121148.6177,
3.540902,-2.73E-05,3.54E+00,1.25E+01,,10.7672,0,10.7672,115.9325958,,2.61519,0,2.61519,6.839218736,,359.1643,5.46E-05,3.59E+02,1.29E+05,,357.5916,7.83E-19,3.58E+02,1.28E+05,,177.4102,180,-2.5898,6.70706404,,5.145629,0,5.145629,26.47749781,,85.05323,89.99995,-4.94672,24.47003876,,312.0663,0,312.0663,97385.3756,,1.034677,-0.000136604,1.034813604,1.070839195,,356.1519,5.32E-11,3.56E+02,1.27E+05,,18.46999,-2.23E-05,1.85E+01,3.41E+02,,73.38608,90,-16.61392,276.0223378,,91.09035,89.99995,1.0904,1.18897216,,4.554937,0,4.554937,20.74745107,,357.4364,0,357.4364,127760.78,,271.9419,270.0001,1.9418,3.77058724,,343.7807,0,343.7807,118185.1697,,0.8869824,0,0.8869824,0.786737778,,352.6885,0,352.6885,124389.178,,5.595774,0,5.595774,31.31268666,,81.29625,90,-8.70375,75.75526406,,246.8239,270,-23.1761,537.1316112,,346.523,0,346.523,120078.1895,
3.395548,-2.73E-05,3.40E+00,1.15E+01,,11.32035,0,11.32035,128.1503241,,2.515924,0,2.515924,6.329873574,,359.1052,5.46E-05,3.59E+02,1.29E+05,,357.5434,7.83E-19,3.58E+02,1.28E+05,,177.649,180,-2.351,5.527201,,5.128271,0,5.128271,26.29916345,,85.34034,89.99995,-4.65961,21.71196535,,309.757,0,309.757,95949.39905,,1.621554,-0.000136604,1.621690604,2.629880414,,355.1079,5.32E-11,3.55E+02,1.26E+05,,19.74311,-2.23E-05,1.97E+01,3.90E+02,,73.94275,90,-16.05725,257.8352776,,93.26664,89.99995,3.26669,10.67126356,,8.243794,0,8.243794,67.96013951,,359.1555,0,359.1555,128992.6732,,272.4585,270.0001,2.4584,6.04373056,,339.629,0,339.629,115347.8576,,1.479426,0,1.479426,2.188701289,,351.7074,0,351.7074,123698.0952,,7.916614,0,7.916614,62.67277722,,81.72108,90,-8.27892,68.54051637,,247.4507,270,-22.5493,508.4709305,,348.5431,0,348.5431,121482.2926,
3.287287,-2.73E-05,3.29E+00,1.08E+01,,11.61553,0,11.61553,134.9205372,,2.300153,0,2.300153,5.290703823,,359.093,5.46E-05,3.59E+02,1.29E+05,,357.5754,7.83E-19,3.58E+02,1.28E+05,,177.9549,180,-2.0451,4.18243401,,5.061059,0,5.061059,25.6143182,,85.462,89.99995,-4.53795,20.5929902,,308.813,0,308.813,95365.46897,,1.977755,-0.000136604,1.977891604,3.912055196,,354.4239,5.32E-11,3.54E+02,1.26E+05,,20.38522,-2.23E-05,2.04E+01,4.16E+02,,74.07983,90,-15.92017,253.4518128,,91.76749,89.99995,1.76754,3.124197652,,7.608705,0,7.608705,57.89239178,,0.31811,0,0.31811,0.101193972,,272.6193,270.0001,2.6192,6.86020864,,337.1617,0,337.1617,113678.0119,,1.869992,0,1.869992,3.49687008,,351.1125,0,351.1125,123279.9877,,9.277973,0,9.277973,86.08078299,,81.51793,90,-8.48207,71.94551148,,249.9964,270,-20.0036,400.144013,,351.8433,0,351.8433,123793.7078,
3.245544,-2.73E-05,3.25E+00,1.05E+01,,11.78971,0,11.78971,138.9972619,,1.530481,0,1.530481,2.342372091,,359.1159,5.46E-05,3.59E+02,1.29E+05,,357.7013,7.83E-19,3.58E+02,1.28E+05,,178.5163,180,-1.4837,2.20136569,,4.687166,0,4.687166,21.96952511,,85.54125,89.99995,-4.4587,19.88000569,,308.9028,0,308.9028,95420.93985,,2.189539,-0.000136604,2.189675604,4.79467925,,353.8618,5.32E-11,3.54E+02,1.25E+05,,21.00596,-2.23E-05,2.10E+01,4.41E+02,,73.61591,90,-16.38409,268.4384051,,85.67956,89.99995,-4.32039,18.66576975,,1.94084,0,1.94084,3.766859906,,1.807534,0,1.807534,3.267179161,,272.2913,270.0001,2.2912,5.24959744,,335.3798,0,335.3798,112479.6102,,2.108984,0,2.108984,4.447813512,,350.1285,0,350.1285,122589.9665,,9.912712,0,9.912712,98.26185919,,79.69814,90,-10.30186,106.1283195,,255.1621,270,-14.8379,220.1632764,,357.6074,0,357.6074,127883.0525,
3.202309,-2.73E-05,3.20E+00,1.03E+01,,11.95273,0,11.95273,142.8677545,,0.7572105,0,0.7572105,0.573367741,,359.1364,5.46E-05,3.59E+02,1.29E+05,,357.8266,7.83E-19,3.58E+02,1.28E+05,,179.065,180,-0.935,0.874225,,4.301506,0,4.301506,18.50295387,,85.62692,89.99995,-4.37303,19.12339138,,309.0109,0,309.0109,95487.73632,,2.395387,-0.000136604,2.395523604,5.738533336,,353.3392,5.32E-11,3.53E+02,1.25E+05,,21.63515,-2.23E-05,2.16E+01,4.68E+02,,73.04519,90,-16.95481,287.4655821,,80.21858,89.99995,-9.78137,95.67519908,,356.8587,0,356.8587,127348.1318,,3.225626,0,3.225626,10.40466309,,271.9148,270.0001,1.9147,3.66607609,,333.6469,0,333.6469,111320.2539,,2.340898,0,2.340898,5.479803446,,349.1685,0,349.1685,121918.6414,,10.48315,0,10.48315,109.8964339,,77.77583,90,-12.22417,149.4303322,,258.6131,270,-11.3869,129.6614916,,1.624121,0,1.624121,2.637769023,
3.089287,-2.73E-05,3.09E+00,9.54E+00,,11.90683,0,11.90683,141.7726006,,359.53,0,359.53,129261.8209,,359.1631,5.46E-05,3.59E+02,1.29E+05,,357.9941,7.83E-19,3.58E+02,1.28E+05,,179.5578,180,-0.4422,0.19554084,,3.416263,0,3.416263,11.67085289,,85.93726,89.99995,-4.06269,16.50545004,,309.6354,0,309.6354,95874.08093,,2.330043,-0.000136604,2.330179604,5.429736986,,353.4774,5.32E-11,3.53E+02,1.25E+05,,22.84304,-2.23E-05,2.28E+01,5.22E+02,,73.16798,90,-16.83202,283.3168973,,79.08517,89.99995,-10.91478,119.1324224,,355.226,0,355.226,126185.5111,,4.712654,0,4.712654,22.20910772,,271.1441,270.0001,1.144,1.308736,,332.8402,0,332.8402,110782.5987,,2.177413,0,2.177413,4.741127373,,348.2548,0,348.2548,121281.4057,,9.76428,0,9.76428,95.34116392,,74.03131,90,-15.96869,254.9990603,,262.8369,270,-7.1631,51.31000161,,5.847595,0,5.847595,34.19436728,
2.965783,-2.73E-05,2.97E+00,8.80E+00,,11.84904,0,11.84904,140.3997489,,358.2744,0,358.2744,128360.5457,,359.1872,5.46E-05,3.59E+02,1.29E+05,,358.1558,7.83E-19,3.58E+02,1.28E+05,,180.0564,180,0.0564,0.00318096,,2.491802,0,2.491802,6.209077207,,86.28156,89.99995,-3.71839,13.82642419,,310.2956,0,310.2956,96283.35938,,2.269925,-0.000136604,2.270061604,5.153179685,,353.5799,5.32E-11,3.54E+02,1.25E+05,,24.11872,-2.23E-05,2.41E+01,5.82E+02,,73.47318,90,-16.52682,273.1357793,,77.8453,89.99995,-12.15465,147.7355166,,353.5339,0,353.5339,124986.2184,,6.174953,0,6.174953,38.13004455,,270.3755,270.0001,0.3754,0.14092516,,332.2516,0,332.2516,110391.1257,,1.85795,0,1.85795,3.451978203,,347.4746,0,347.4746,120738.5976,,8.4633,0,8.4633,71.62744689,,69.59919,90,-20.40081,416.1930487,,265.3893,270,-4.6107,21.25855449,,8.253122,0,8.253122,68.11402275,
2.720132,-2.73E-05,2.72E+00,7.40E+00,,11.61434,0,11.61434,134.8928936,,356.7132,0,356.7132,127244.3071,,359.2129,5.46E-05,3.59E+02,1.29E+05,,358.2269,7.83E-19,3.58E+02,1.28E+05,,180.6058,180,0.6058,0.36699364,,1.099841,0,1.099841,1.209650225,,87.21526,89.99995,-2.78469,7.754498396,,311.3928,0,311.3928,96965.47589,,2.559019,-0.000136604,2.559155604,6.549277404,,353.2723,5.32E-11,3.53E+02,1.25E+05,,26.24323,-2.23E-05,2.62E+01,6.89E+02,,76.41922,90,-13.58078,184.4375854,,75.04028,89.99995,-14.95967,223.7917265,,350.9454,0,350.9454,123162.6738,,7.742204,0,7.742204,59.94172278,,269.9512,270.0001,-0.0489,0.00239121,,335.2735,0,335.2735,112408.3198,,359.7818,0,359.7818,129442.9436,,348.7405,0,348.7405,121619.9363,,359.2074,0,359.2074,129029.9562,,56.71736,90,-33.28264,1107.734125,,267.0703,270,-2.9297,8.58314209,,7.79318,0,7.79318,60.73365451,
2.469681,-2.73E-05,2.47E+00,6.10E+00,,11.3845,0,11.3845,129.6068403,,355.163,0,355.163,126140.7566,,359.2379,5.46E-05,3.59E+02,1.29E+05,,358.2912,7.83E-19,3.58E+02,1.28E+05,,181.1587,180,1.1587,1.34258569,,359.6916,0,359.6916,129378.0471,,88.12923,89.99995,-1.87072,3.499593318,,312.5027,0,312.5027,97657.93751,,2.85724,-0.000136604,2.857376604,8.164601056,,352.9753,5.32E-11,3.53E+02,1.25E+05,,28.30383,-2.23E-05,2.83E+01,8.01E+02,,79.29414,90,-10.70586,114.6154383,,70.84343,89.99995,-19.15652,366.9722585,,346.974,0,346.974,120390.9567,,9.328338,0,9.328338,87.01788984,,269.5845,270.0001,-0.4156,0.17272336,,338.3112,0,338.3112,114454.468,,358.4092,0,358.4092,128457.1546,,350.1829,0,350.1829,122628.0635,,349.9529,0,349.9529,122467.0322,,44.48184,90,-45.51816,2071.90289,,268.7438,270,-1.2562,1.57803844,,7.414008,0,7.414008,54.96751462,
2.23457,-2.73E-05,2.23E+00,4.99E+00,,11.16085,0,11.16085,124.5645727,,353.8345,0,353.8345,125198.8534,,359.2723,5.46E-05,3.59E+02,1.29E+05,,358.251,7.83E-19,3.58E+02,1.28E+05,,181.7385,180,1.7385,3.02238225,,358.3629,0,358.3629,128423.9681,,89.07701,89.99995,-0.92294,0.851818244,,313.9724,0,313.9724,98578.66796,,3.125766,-0.000136604,3.125902604,9.771267088,,352.6445,5.32E-11,3.53E+02,1.24E+05,,29.33177,-2.23E-05,2.93E+01,8.60E+02,,81.55144,90,-8.44856,71.37816607,,65.11256,89.99995,-24.88739,619.382181,,341.5895,0,341.5895,116683.3865,,9.624474,0,9.624474,92.63049978,,269.0939,270.0001,-0.9062,0.82119844,,341.8685,0,341.8685,116874.0713,,357.58,0,357.58,127863.4564,,350.1965,0,350.1965,122637.5886,,343.0225,0,343.0225,117664.4355,,42.02311,90,-47.97689,2301.781974,,268.5125,270,-1.4875,2.21265625,,6.530965,0,6.530965,42.65350383,
2.021728,-2.73E-05,2.02E+00,4.09E+00,,10.95984,0,10.95984,120.1180928,,352.6014,0,352.6014,124327.7473,,359.306,5.46E-05,3.59E+02,1.29E+05,,358.2079,7.83E-19,3.58E+02,1.28E+05,,182.2916,180,2.2916,5.25143056,,357.0847,0,357.0847,127509.483,,89.95059,89.99995,-0.04936,0.00243641,,315.4105,0,315.4105,99483.78351,,3.390463,-0.000136604,3.390599604,11.49616567,,352.3305,5.32E-11,3.52E+02,1.24E+05,,30.24262,-2.23E-05,3.02E+01,9.15E+02,,83.58296,90,-6.41704,41.17840236,,56.12773,89.99995,-33.87222,1147.327288,,332.9478,0,332.9478,110854.2375,,9.916005,0,9.916005,98.32715516,,268.6345,270.0001,-1.3656,1.86486336,,345.3577,0,345.3577,119271.9409,,356.9468,0,356.9468,127411.018,,350.25,0,350.25,122675.0625,,336.3719,0,336.3719,113146.0551,,39.84375,90,-50.15625,2515.649414,,268.3279,270,-1.6721,2.79591841,,5.757765,0,5.757765,33.1518578,
2.021152,-2.73E-05,2.02E+00,4.09E+00,,10.8969,0,10.8969,118.7424296,,352.0527,0,352.0527,123941.1036,,359.3348,5.46E-05,3.59E+02,1.29E+05,,358.1143,7.83E-19,3.58E+02,1.28E+05,,182.718,180,2.718,7.387524,,356.2523,0,356.2523,126915.7013,,90.58769,89.99995,0.58774,0.345438308,,317.1467,0,317.1467,100582.0293,,3.589134,-0.000136604,3.589270604,12.88286347,,352.0215,5.32E-11,3.52E+02,1.24E+05,,30.12533,-2.23E-05,3.01E+01,9.08E+02,,84.91016,90,-5.08984,25.90647123,,43.87967,89.99995,-46.12028,2127.080227,,321.1149,0,321.1149,103114.779,,9.267692,0,9.267692,85.89011501,,268.3065,270.0001,-1.6936,2.86828096,,349.3312,0,349.3312,122032.2873,,356.3587,0,356.3587,126991.5231,,350.0696,0,350.0696,122548.7248,,331.0517,0,331.0517,109595.2281,,40.26473,90,-49.73527,2473.597082,,267.6346,270,-2.3654,5.59511716,,5.007133,0,5.007133,25.07138088,
2.029675,-2.73E-05,2.03E+00,4.12E+00,,10.83345,0,10.83345,117.3636389,,351.5393,0,351.5393,123579.8794,,359.3641,5.46E-05,3.59E+02,1.29E+05,,358.0215,7.83E-19,3.58E+02,1.28E+05,,183.133,180,3.133,9.815689,,355.4168,0,355.4168,126321.1017,,91.18932,89.99995,1.18937,1.414600997,,318.9096,0,318.9096,101703.333,,3.77746,-0.000136604,3.777596604,14.2702361,,351.7147,5.32E-11,3.52E+02,1.24E+05,,29.95315,-2.23E-05,3.00E+01,8.97E+02,,85.88158,90,-4.11842,16.9613833,,25.03052,89.99995,-64.96943,4221.026835,,302.6758,0,302.6758,91612.63991,,8.613185,0,8.613185,74.18695584,,267.9358,270.0001,-2.0643,4.26133449,,353.3661,0,353.3661,124867.6006,,355.8148,0,355.8148,126604.1719,,349.9457,0,349.9457,122461.9929,,325.8014,0,325.8014,106146.5522,,40.76812,90,-49.23188,2423.778008,,266.8842,270,-3.1158,9.70820964,,4.207475,0,4.207475,17.70284588,
2.354182,-2.73E-05,2.35E+00,5.54E+00,,10.66559,0,10.66559,113.75481,,351.9567,0,351.9567,123873.5187,,359.3839,5.46E-05,3.59E+02,1.29E+05,,357.8914,7.83E-19,3.58E+02,1.28E+05,,183.4315,180,3.4315,11.77519225,,354.6597,0,354.6597,125783.5028,,91.67377,89.99995,1.67382,2.801673392,,323.3289,0,323.3289,104541.5776,,3.742726,-0.000136604,3.742862604,14.00902047,,351.2927,5.32E-11,3.51E+02,1.23E+05,,27.65903,-2.23E-05,2.77E+01,7.65E+02,,86.24621,90,-3.75379,14.09093936,,347.6175,89.99995,257.61755,66366.80207,,265.7625,0,265.7625,70629.70641,,5.761837,0,5.761837,33.19876561,,267.4164,270.0001,-2.5837,6.67550569,,2.390643,0,2.390643,5.715173953,,355.0596,0,355.0596,126067.3196,,350.0414,0,350.0414,122528.9817,,319.5973,0,319.5973,102142.4342,,44.86673,90,-45.13327,2037.012061,,263.7192,270,-6.2808,39.44844864,,1.242291,0,1.242291,1.543286929,
2.420999,-2.73E-05,2.42E+00,5.86E+00,,10.3394,0,10.3394,106.9031924,,352.5921,0,352.5921,124321.189,,359.3836,5.46E-05,3.59E+02,1.29E+05,,357.9267,7.83E-19,3.58E+02,1.28E+05,,183.3447,180,3.3447,11.18701809,,354.5598,0,354.5598,125712.6518,,91.59261,89.99995,1.59266,2.536565876,,325.9963,0,325.9963,106273.5876,,3.4287,-0.000136604,3.428836604,11.75692046,,351.3178,5.32E-11,3.51E+02,1.23E+05,,25.74319,-2.23E-05,2.57E+01,6.63E+02,,86.23652,90,-3.76348,14.16378171,,334.4106,89.99995,244.41065,59736.56583,,252.3998,0,252.3998,63705.65904,,4.331486,0,4.331486,18.76177097,,267.3011,270.0001,-2.699,7.284601,,5.731359,0,5.731359,32.84847599,,355.0823,0,355.0823,126083.4398,,350.2958,0,350.2958,122707.1475,,319.572,0,319.572,102126.2632,,47.10355,90,-42.89645,1840.105423,,262.0415,270,-7.9585,63.33772225,,359.5262,0,359.5262,129259.0885,
2.487632,-2.73E-05,2.49E+00,6.19E+00,,10.0181,0,10.0181,100.3623276,,353.2101,0,353.2101,124757.3747,,359.3835,5.46E-05,3.59E+02,1.29E+05,,357.9623,7.83E-19,3.58E+02,1.28E+05,,183.2593,180,3.2593,10.62303649,,354.4676,0,354.4676,125647.2794,,91.50561,89.99995,1.50566,2.267012036,,328.6132,0,328.6132,107986.6352,,3.126008,-0.000136604,3.126144604,9.772780084,,351.3579,5.32E-11,3.51E+02,1.23E+05,,23.87714,-2.23E-05,2.39E+01,5.70E+02,,86.04161,90,-3.95839,15.66885139,,322.2864,89.99995,232.28645,53956.99485,,240.1185,0,240.1185,57656.89404,,2.9239,0,2.9239,8.54919121,,267.105,270.0001,-2.8951,8.38160401,,8.96034,0,8.96034,80.28769292,,355.1071,0,355.1071,126101.0525,,350.5428,0,350.5428,122880.2546,,319.5751,0,319.5751,102128.2445,,49.24097,90,-40.75903,1661.298527,,260.227,270,-9.773,95.511529,,357.6745,0,357.6745,127931.048,
2.357383,-2.73E-05,2.36E+00,5.56E+00,,9.337494,0,9.337494,87.1887942,,353.922,0,353.922,125260.7821,,359.3875,5.46E-05,3.59E+02,1.29E+05,,358.1049,7.83E-19,3.58E+02,1.28E+05,,183.0826,180,3.0826,9.50242276,,354.5191,0,354.5191,125683.7923,,91.16641,89.99995,1.16646,1.360628932,,331.7546,0,331.7546,110061.1146,,2.617704,-0.000136604,2.617840604,6.853089427,,351.7152,5.32E-11,3.52E+02,1.24E+05,,21.74924,-2.23E-05,2.17E+01,4.73E+02,,86.02679,90,-3.97321,15.7863977,,312.3065,89.99995,222.30655,49420.20217,,229.5059,0,229.5059,52672.95813,,1.942945,0,1.942945,3.775035273,,267.1581,270.0001,-2.842,8.076964,,10.85986,0,10.85986,117.9365592,,355.3612,0,355.3612,126281.5825,,350.7553,0,350.7553,123029.2805,,321.9026,0,321.9026,103621.2839,,51.38245,90,-38.61755,1491.315168,,259.4882,270,-10.5118,110.4979392,,356.8997,0,356.8997,127377.3959,
2.220133,-2.73E-05,2.22E+00,4.93E+00,,8.555867,0,8.555867,73.20286012,,354.7371,0,354.7371,125838.4101,,359.3932,5.46E-05,3.59E+02,1.29E+05,,358.2687,7.83E-19,3.58E+02,1.28E+05,,182.8803,180,2.8803,8.29612809,,354.6023,0,354.6023,125742.7912,,90.81488,89.99995,0.81493,0.664110905,,334.6416,0,334.6416,111985.0005,,2.085118,-0.000136604,2.085254604,4.348286763,,352.1587,5.32E-11,3.52E+02,1.24E+05,,19.31425,-2.23E-05,1.93E+01,3.73E+02,,85.84927,90,-4.15073,17.22855953,,301.4493,89.99995,211.44935,44710.82762,,217.921,0,217.921,47489.56224,,0.8057072,0,0.8057072,0.649164092,,267.1758,270.0001,-2.8243,7.97667049,,13.00927,0,13.00927,169.2411059,,355.6599,0,355.6599,126493.9645,,351.0112,0,351.0112,123208.8625,,324.5753,0,324.5753,105349.1254,,53.818,90,-36.182,1309.137124,,258.5438,270,-11.4562,131.2445184,,355.914,0,355.914,126674.7754,
1.990006,-2.73E-05,1.99E+00,3.96E+00,,7.560594,0,7.560594,57.16258163,,355.5174,0,355.5174,126392.6217,,359.4043,5.46E-05,3.59E+02,1.29E+05,,358.4954,7.83E-19,3.58E+02,1.29E+05,,182.6481,180,2.6481,7.01243361,,354.8081,0,354.8081,125888.7878,,90.21219,89.99995,0.21224,0.045045818,,337.636,0,337.636,113998.0685,,1.525253,-0.000136604,1.525389604,2.326813443,,352.8355,5.32E-11,3.53E+02,1.24E+05,,17.22192,-2.23E-05,1.72E+01,2.97E+02,,85.60091,90,-4.39909,19.35199283,,291.4859,89.99995,201.48595,40596.58805,,206.8413,0,206.8413,42783.32339,,0.2290886,0,0.2290886,0.052481587,,267.3796,270.0001,-2.6205,6.86702025,,14.11717,0,14.11717,199.2944888,,356.1066,0,356.1066,126811.9106,,351.199,0,351.199,123340.7376,,328.4614,0,328.4614,107886.8913,,56.06825,90,-33.93175,1151.363658,,259.1007,270,-10.8993,118.7947405,,356.4089,0,356.4089,127027.304,
