hips_x,hips_x,,,,hips_y,hips_y,,,,hips_z,hips_z,,,,Spine_x,Spine_x,,,,Spine_y,Spine_y,,,,Spine_z,Spine_z,,,,leftUpLeg_x,leftUpLeg_x,,,,leftUpLeg_y,leftUpLeg_y,,,,leftUpLeg_z,leftUpLeg_z,,,,leftLeg_x,leftLeg_x,,,,leftLeg_y,leftLeg_y,,,,leftLeg_z,leftLeg_z,,,,leftFoot_x,leftFoot_x,,,,leftFoot_y,leftFoot_y,,,,leftFoot_z,leftFoot_z,,,,rightUpLeg_x,rightUpLeg_x,,,,rightUpLeg_y,rightUpLeg_y,,,,rightUpLeg_z,rightUpLeg_z,,,,rightLeg_x,rightLeg_x,,,,rightLeg_y,rightLeg_y,,,,rightLeg_z,rightLeg_z,,,,rightFoot_x,rightFoot_x,,,,rightFoot_y,rightFoot_y,,,,rightFoot_z,rightFoot_z,,,
359.2051,-2.73E-05,3.59E+02,1.29E+05,,1.27306,0,1.27306,1.620681764,,5.029111,0,5.029111,25.29195745,,0.2237744,5.46E-05,2.24E-01,5.01E-02,,359.9351,7.83E-19,3.60E+02,1.30E+05,,178.6533,180,-1.3467,1.81360089,,8.40445,0,8.40445,70.6347798,,84.60128,89.99995,-5.39867,29.14563777,,332.9734,0,332.9734,110871.2851,,354.0656,-0.000136604,354.0657366,125362.5458,,3.650082,5.32E-11,3.65E+00,1.33E+01,,53.41671,-2.23E-05,5.34E+01,2.85E+03,,65.8091,90,-24.1909,585.1996428,,96.87145,89.99995,6.8715,47.21751225,,359.5382,0,359.5382,129267.7173,,350.7426,0,350.7426,123020.3715,,267.8218,270.0001,-2.1783,4.74499089,,9.105641,0,9.105641,82.91269802,,359.845,0,359.845,129488.424,,0.6075763,0,0.6075763,0.36914896,,347.4936,0,347.4936,120751.802,,71.98601,90,-18.01399,324.5038357,,272.4704,270,2.4704,6.10287616,,2.879514,0,2.879514,8.291600876,
359.5596,-2.73E-05,3.60E+02,1.29E+05,,1.763253,0,1.763253,3.109061142,,4.665481,0,4.665481,21.76671296,,0.1948889,5.46E-05,1.95E-01,3.80E-02,,359.8686,7.83E-19,3.60E+02,1.30E+05,,178.629,180,-1.371,1.879641,,7.858997,0,7.858997,61.76383385,,84.91907,89.99995,-5.08088,25.81534157,,330.6973,0,330.6973,109360.7042,,354.874,-0.000136604,354.8741366,125935.6528,,3.429435,5.32E-11,3.43E+00,1.18E+01,,52.19816,-2.23E-05,5.22E+01,2.72E+03,,68.10258,90,-21.89742,479.4970027,,98.11419,89.99995,8.11424,65.84089078,,1.682289,0,1.682289,2.83009628,,350.9225,0,350.9225,123146.601,,267.9716,270.0001,-2.0285,4.11481225,,6.660923,0,6.660923,44.36789521,,359.8345,0,359.8345,129480.8674,,0.3724252,0,0.3724252,0.13870053,,349.2096,0,349.2096,121947.3447,,73.0164,90,-16.9836,288.442669,,272.1578,270,2.1578,4.65610084,,2.684362,0,2.684362,7.205799347,
359.9174,-2.73E-05,3.60E+02,1.30E+05,,2.258544,0,2.258544,5.101021,,4.301685,0,4.301685,18.50449384,,0.1639048,5.46E-05,1.64E-01,2.68E-02,,359.7998,7.83E-19,3.60E+02,1.29E+05,,178.6051,180,-1.3949,1.94574601,,7.284738,0,7.284738,53.06740773,,85.18813,89.99995,-4.81182,23.15361171,,327.7311,0,327.7311,107407.6739,,355.6637,-0.000136604,355.6638366,126496.7647,,3.169405,5.32E-11,3.17E+00,1.00E+01,,50.77742,-2.23E-05,5.08E+01,2.58E+03,,70.32613,90,-19.67387,387.0611608,,99.60566,89.99995,9.60571,92.2696646,,4.063585,0,4.063585,16.51272305,,351.1241,0,351.1241,123288.1336,,268.1282,270.0001,-1.8719,3.50400961,,4.276819,0,4.276819,18.29118076,,359.8274,0,359.8274,129475.7578,,0.1272082,0,0.1272082,0.016181926,,350.9129,0,350.9129,123139.8634,,73.99979,90,-16.00021,256.00672,,271.7601,270,1.7601,3.09795201,,2.426855,0,2.426855,5.889625191,
0.3796416,-2.73E-05,3.80E-01,1.44E-01,,3.200776,0,3.200776,10.244967,,3.877484,0,3.877484,15.03488217,,0.09059094,5.46E-05,9.05E-02,8.20E-03,,359.6142,7.83E-19,3.60E+02,1.29E+05,,178.5456,180,-1.4544,2.11527936,,6.726836,0,6.726836,45.25032257,,85.22157,89.99995,-4.77838,22.83291542,,325.6912,0,325.6912,106074.7578,,356.45,-0.000136604,356.4501366,127056.6999,,2.778993,5.32E-11,2.78E+00,7.72E+00,,47.39061,-2.23E-05,4.74E+01,2.25E+03,,72.22383,90,-17.77617,315.9922199,,98.9369,89.99995,8.93695,79.8690753,,4.174719,0,4.174719,17.42827873,,351.5533,0,351.5533,123589.7227,,268.4495,270.0001,-1.5506,2.40436036,,1.967104,0,1.967104,3.869498147,,359.7689,0,359.7689,129433.6614,,359.5222,0,359.5222,129256.2123,,352.6833,0,352.6833,124385.5101,,74.83868,90,-15.16132,229.8656241,,270.0865,270,0.0865,0.00748225,,1.369581,0,1.369581,1.875752116,
0.8782504,-2.73E-05,8.78E-01,7.71E-01,,4.208663,0,4.208663,17.71284425,,3.44394,0,3.44394,11.86072272,,0.01077243,5.46E-05,1.07E-02,1.15E-04,,359.4126,7.83E-19,3.59E+02,1.29E+05,,178.4817,180,-1.5183,2.30523489,,6.149229,0,6.149229,37.81301729,,85.26205,89.99995,-4.7379,22.44769641,,323.7199,0,323.7199,104794.5737,,357.2142,-0.000136604,357.2143366,127602.0823,,2.281584,5.32E-11,2.28E+00,5.21E+00,,43.72001,-2.23E-05,4.37E+01,1.91E+03,,74.16808,90,-15.83192,250.6496909,,98.02646,89.99995,8.02651,64.42486278,,4.064486,0,4.064486,16.52004644,,352.0261,0,352.0261,123922.3751,,268.7759,270.0001,-1.2242,1.49866564,,359.5814,0,359.5814,129298.7832,,359.7449,0,359.7449,129416.3931,,358.8625,0,358.8625,128782.2939,,354.5249,0,354.5249,125687.9047,,75.6909,90,-14.3091,204.7503428,,268.1187,270,-1.8813,3.53928969,,0.07838105,0,0.07838105,0.006143589,
1.407475,-2.73E-05,1.41E+00,1.98E+00,,5.340575,0,5.340575,28.52174133,,3.062462,0,3.062462,9.378673501,,359.9022,5.46E-05,3.60E+02,1.30E+05,,359.1443,7.83E-19,3.59E+02,1.29E+05,,178.4122,180,-1.5878,2.52110884,,5.763039,0,5.763039,33.21261852,,85.13697,89.99995,-4.86298,23.64857448,,322.3755,0,322.3755,103925.963,,357.9336,-0.000136604,357.9337366,128116.5598,,1.654801,5.32E-11,1.65E+00,2.74E+00,,39.31804,-2.23E-05,3.93E+01,1.55E+03,,75.77425,90,-14.22575,202.3719631,,94.33512,89.99995,4.33517,18.79369893,,1.154204,0,1.154204,1.332186874,,352.5857,0,352.5857,124316.6758,,269.0872,270.0001,-0.9129,0.83338641,,357.7411,0,357.7411,127978.6946,,359.7326,0,359.7326,129407.5435,,358.0212,0,358.0212,128179.1796,,355.9819,0,355.9819,126723.1131,,76.32082,90,-13.67918,187.1199655,,265.77,270,-4.23,17.8929,,358.6109,0,358.6109,128601.7776,
2.057237,-2.73E-05,2.06E+00,4.23E+00,,6.690135,0,6.690135,44.75790632,,2.626151,0,2.626151,6.896669075,,359.771,5.46E-05,3.60E+02,1.29E+05,,358.8227,7.83E-19,3.59E+02,1.29E+05,,178.3303,180,-1.6697,2.78789809,,5.296659,0,5.296659,28.05459656,,84.99986,89.99995,-5.00009,25.00090001,,320.7852,0,320.7852,102903.1445,,358.6869,-0.000136604,358.6870366,128656.3902,,0.787318,5.32E-11,7.87E-01,6.20E-01,,34.03725,-2.23E-05,3.40E+01,1.16E+03,,77.62398,90,-12.37602,153.165871,,88.87788,89.99995,-1.12207,1.259041085,,356.6297,0,356.6297,127184.7429,,353.2638,0,353.2638,124795.3124,,269.4334,270.0001,-0.5667,0.32114889,,355.5592,0,355.5592,126422.3447,,359.7759,0,359.7759,129438.6982,,357.0109,0,357.0109,127456.7827,,357.7133,0,357.7133,127958.805,,77.05621,90,-12.94379,167.5416996,,262.773,270,-7.227,52.229529,,356.6708,0,356.6708,127214.0596,
2.587085,-2.73E-05,2.59E+00,6.69E+00,,7.780686,0,7.780686,60.53907463,,2.409847,0,2.409847,5.807362563,,359.636,5.46E-05,3.60E+02,1.29E+05,,358.5196,7.83E-19,3.59E+02,1.29E+05,,178.1788,180,-1.8212,3.31676944,,5.148743,0,5.148743,26.50955448,,84.84104,89.99995,-5.15891,26.61435239,,319.4986,0,319.4986,102079.3554,,359.4133,-0.000136604,359.4134366,129178.0184,,359.7496,5.32E-11,3.60E+02,1.29E+05,,28.96294,-2.23E-05,2.90E+01,8.39E+02,,77.43176,90,-12.56824,157.9606567,,82.46431,89.99995,-7.53564,56.78587021,,351.3728,0,351.3728,123462.8446,,353.9929,0,353.9929,125310.9733,,269.8371,270.0001,-0.163,0.026569,,353.6047,0,353.6047,125036.2839,,359.8627,0,359.8627,129501.1629,,356.0288,0,356.0288,126756.5064,,359.2144,0,359.2144,129034.9852,,77.76035,90,-12.23965,149.8090321,,259.9315,270,-10.0685,101.3746922,,354.9499,0,354.9499,125989.4315,
3.376036,-2.73E-05,3.38E+00,1.14E+01,,9.565814,0,9.565814,91.50479748,,2.307064,0,2.307064,5.3225443,,359.3785,5.46E-05,3.59E+02,1.29E+05,,357.9796,7.83E-19,3.58E+02,1.28E+05,,177.7763,180,-2.2237,4.94484169,,5.036386,0,5.036386,25.36518394,,84.69589,89.99995,-5.30406,28.13305248,,316.5022,0,316.5022,100173.6426,,0.3306072,-0.000136604,0.330743804,0.109391464,,357.7546,5.32E-11,3.58E+02,1.28E+05,,20.51804,-2.23E-05,2.05E+01,4.21E+02,,74.86433,90,-15.13567,229.0885063,,81.06556,89.99995,-8.93439,79.82332467,,352.189,0,352.189,124037.0917,,355.5109,0,355.5109,126388,,270.7676,270.0001,0.7675,0.58905625,,349.4284,0,349.4284,122100.2067,,0.211809,0,0.211809,0.044863052,,354.2606,0,354.2606,125500.5727,,2.194225,0,2.194225,4.814623351,,79.31688,90,-10.68312,114.1290529,,253.7046,270,-16.2954,265.5400612,,350.9794,0,350.9794,123186.5392,
3.609339,-2.73E-05,3.61E+00,1.30E+01,,10.23931,0,10.23931,104.8434693,,2.420384,0,2.420384,5.858258707,,359.2581,5.46E-05,3.59E+02,1.29E+05,,357.7492,7.83E-19,3.58E+02,1.28E+05,,177.5234,180,-2.4766,6.13354756,,5.081202,0,5.081202,25.81861376,,84.71227,89.99995,-5.28768,27.95955978,,314.7694,0,314.7694,99079.77518,,0.5763492,-0.000136604,0.576485804,0.332335882,,356.9026,5.32E-11,3.57E+02,1.27E+05,,17.29961,-2.23E-05,1.73E+01,2.99E+02,,72.42202,90,-17.57798,308.9853809,,84.79355,89.99995,-5.2064,27.10660096,,356.9482,0,356.9482,127412.0175,,356.3055,0,356.3055,126953.6093,,271.2914,270.0001,1.2913,1.66745569,,347.2071,0,347.2071,120552.7703,,0.4720289,0,0.4720289,0.222811282,,353.499,0,353.499,124961.543,,3.661739,0,3.661739,13.4083325,,80.16936,90,-9.83064,96.64148281,,250.1988,270,-19.8012,392.0875214,,348.5956,0,348.5956,121518.8923,
3.564273,-2.73E-05,3.56E+00,1.27E+01,,10.60964,0,10.60964,112.5644609,,2.556416,0,2.556416,6.535262765,,359.1924,5.46E-05,3.59E+02,1.29E+05,,357.6384,7.83E-19,3.58E+02,1.28E+05,,177.443,180,-2.557,6.538249,,5.122704,0,5.122704,26.24209627,,84.95013,89.99995,-5.04982,25.50068203,,312.8877,0,312.8877,97898.71281,,0.8888937,-0.000136604,0.889030304,0.790374881,,356.3747,5.32E-11,3.56E+02,1.27E+05,,18.08269,-2.23E-05,1.81E+01,3.27E+02,,73.09861,90,-16.90139,285.6569839,,89.07207,89.99995,-0.92788,0.860961294,,2.140354,0,2.140354,4.581115245,,357.0891,0,357.0891,127512.6253,,271.7531,270.0001,1.753,3.073009,,344.8191,0,344.8191,118900.2117,,0.7522438,0,0.7522438,0.565870735,,352.9308,0,352.9308,124560.1496,,5.011843,0,5.011843,25.11857026,,80.95624,90,-9.04376,81.78959494,,247.8883,270,-22.1117,488.9272769,,347.1942,0,347.1942,120543.8125,
3.507753,-2.73E-05,3.51E+00,1.23E+01,,10.98791,0,10.98791,120.7341662,,2.696823,0,2.696823,7.272854293,,359.1249,5.46E-05,3.59E+02,1.29E+05,,357.5261,7.83E-19,3.58E+02,1.28E+05,,177.3643,180,-2.6357,6.94691449,,5.182703,0,5.182703,26.86041039,,85.19428,89.99995,-4.80567,23.09446415,,310.9151,0,310.9151,96668.19941,,1.247417,-0.000136604,1.247553604,1.556389994,,355.843,5.32E-11,3.56E+02,1.27E+05,,19.01054,-2.23E-05,1.90E+01,3.61E+02,,73.73756,90,-16.26244,264.4669548,,94.05347,89.99995,4.05352,16.43102439,,8.073131,0,8.073131,65.17544414,,357.9293,0,357.9293,128113.3838,,272.194,270.0001,2.1939,4.81319721,,342.3297,0,342.3297,117189.6235,,1.089032,0,1.089032,1.185990697,,352.352,0,352.352,124151.9319,,6.410974,0,6.410974,41.10058763,,81.77037,90,-8.22963,67.72680994,,245.2403,270,-24.7597,613.0427441,,345.4901,0,345.4901,119363.4092,
3.402926,-2.73E-05,3.40E+00,1.16E+01,,11.30018,0,11.30018,127.694068,,2.529498,0,2.529498,6.398360132,,359.106,5.46E-05,3.59E+02,1.29E+05,,357.5414,7.83E-19,3.58E+02,1.28E+05,,177.6288,180,-2.3712,5.62258944,,5.132421,0,5.132421,26.34174532,,85.33203,89.99995,-4.66792,21.78947713,,309.8225,0,309.8225,95989.98151,,1.597915,-0.000136604,1.598051604,2.553768928,,355.1545,5.32E-11,3.55E+02,1.26E+05,,19.6995,-2.23E-05,1.97E+01,3.88E+02,,73.93258,90,-16.06742,258.1619855,,93.35963,89.99995,3.35968,11.2874497,,8.277686,0,8.277686,68.52008551,,359.0773,0,359.0773,128936.5074,,272.4449,270.0001,2.4448,5.97704704,,339.797,0,339.797,115462.0012,,1.45404,0,1.45404,2.114232322,,351.7473,0,351.7473,123726.1631,,7.823161,0,7.823161,61.20184803,,81.73129,90,-8.26871,68.37156506,,247.2809,270,-22.7191,516.1575048,,348.322,0,348.322,121328.2157,
3.298589,-2.73E-05,3.30E+00,1.09E+01,,11.58363,0,11.58363,134.180484,,2.337534,0,2.337534,5.464065201,,359.0936,5.46E-05,3.59E+02,1.29E+05,,357.5696,7.83E-19,3.58E+02,1.28E+05,,177.9135,180,-2.0865,4.35348225,,5.075453,0,5.075453,25.76022316,,85.4487,89.99995,-4.55125,20.71387656,,308.9011,0,308.9011,95419.88958,,1.938519,-0.000136604,1.938655604,3.75838555,,354.501,5.32E-11,3.55E+02,1.26E+05,,20.31074,-2.23E-05,2.03E+01,4.13E+02,,74.07512,90,-15.92488,253.601803,,92.04662,89.99995,2.04667,4.188858089,,7.796353,0,7.796353,60.7831201,,0.1747344,0,0.1747344,0.030532111,,272.6128,270.0001,2.6127,6.82620129,,337.4352,0,337.4352,113862.5142,,1.826259,0,1.826259,3.335221935,,351.1902,0,351.1902,123334.5566,,9.134683,0,9.134683,83.44243351,,81.57681,90,-8.42319,70.95012978,,249.6191,270,-20.3809,415.3810848,,351.3811,0,351.3811,123468.6774,
3.252441,-2.73E-05,3.25E+00,1.06E+01,,11.76081,0,11.76081,138.3166519,,1.65813,0,1.65813,2.749395097,,359.1123,5.46E-05,3.59E+02,1.29E+05,,357.6804,7.83E-19,3.58E+02,1.28E+05,,178.4232,180,-1.5768,2.48629824,,4.749156,0,4.749156,22.55448271,,85.52815,89.99995,-4.4718,19.99699524,,308.8879,0,308.8879,95411.73477,,2.153833,-0.000136604,2.153969604,4.639585054,,353.9547,5.32E-11,3.54E+02,1.25E+05,,20.90318,-2.23E-05,2.09E+01,4.37E+02,,73.70352,90,-16.29648,265.5752604,,86.66513,89.99995,-3.33482,11.12102443,,2.85677,0,2.85677,8.161134833,,1.563992,0,1.563992,2.446070976,,272.3485,270.0001,2.3484,5.51498256,,335.6766,0,335.6766,112678.7798,,2.068451,0,2.068451,4.278489539,,350.2914,0,350.2914,122704.0649,,9.80778,0,9.80778,96.19254853,,80.00586,90,-9.99414,99.88283434,,254.4522,270,-15.5478,241.7340848,,356.7983,0,356.7983,127305.0269,
3.209252,-2.73E-05,3.21E+00,1.03E+01,,11.94232,0,11.94232,142.619007,,0.8554214,0,0.8554214,0.731745772,,359.134,5.46E-05,3.59E+02,1.29E+05,,357.8118,7.83E-19,3.58E+02,1.28E+05,,179.0081,180,-0.9919,0.98386561,,4.359663,0,4.359663,19.00666147,,85.60999,89.99995,-4.38996,19.2717488,,308.9819,0,308.9819,95469.81453,,2.381858,-0.000136604,2.381994604,5.673898293,,353.3727,5.32E-11,3.53E+02,1.25E+05,,21.5483,-2.23E-05,2.15E+01,4.64E+02,,73.08694,90,-16.91306,286.0515986,,80.64526,89.99995,-9.35469,87.510225,,357.2744,0,357.2744,127644.9969,,3.072224,0,3.072224,9.438560306,,271.9694,270.0001,1.9693,3.87814249,,333.8012,0,333.8012,111423.2411,,2.328973,0,2.328973,5.424115235,,349.2697,0,349.2697,121989.3233,,10.46561,0,10.46561,109.5289927,,78.04342,90,-11.95658,142.9598053,,258.2102,270,-11.7898,138.999384,,1.17969,0,1.17969,1.391668496,
3.090101,-2.73E-05,3.09E+00,9.55E+00,,11.90716,0,11.90716,141.7804593,,359.5388,0,359.5388,129268.1487,,359.1629,5.46E-05,3.59E+02,1.29E+05,,357.9929,7.83E-19,3.58E+02,1.28E+05,,179.5542,180,-0.4458,0.19873764,,3.422616,0,3.422616,11.71430028,,85.93506,89.99995,-4.06489,16.52333071,,309.6309,0,309.6309,95871.29423,,2.33057,-0.000136604,2.330706604,5.432193273,,353.4764,5.32E-11,3.53E+02,1.25E+05,,22.83436,-2.23E-05,2.28E+01,5.21E+02,,73.16712,90,-16.83288,283.3458491,,79.09338,89.99995,-10.90657,118.9532692,,355.2378,0,355.2378,126193.8945,,4.702102,0,4.702102,22.10976322,,271.1497,270.0001,1.1496,1.32158016,,332.8461,0,332.8461,110786.5263,,2.178587,0,2.178587,4.746241317,,348.2614,0,348.2614,121286.0027,,9.76945,0,9.76945,95.4421533,,74.05837,90,-15.94163,254.1355671,,262.8138,270,-7.1862,51.64147044,,5.824468,0,5.824468,33.92442748,
2.988082,-2.73E-05,2.99E+00,8.93E+00,,11.86749,0,11.86749,140.8373189,,358.4419,0,358.4419,128480.5957,,359.1842,5.46E-05,3.59E+02,1.29E+05,,358.1427,7.83E-19,3.58E+02,1.28E+05,,179.9945,180,-0.0055,3.03E-05,,2.630133,0,2.630133,6.917599598,,86.20219,89.99995,-3.79776,14.42298102,,310.189,0,310.189,96217.21572,,2.25519,-0.000136604,2.255326604,5.08649809,,353.5951,5.32E-11,3.54E+02,1.25E+05,,23.91369,-2.23E-05,2.39E+01,5.72E+02,,73.26537,90,-16.73463,280.0478412,,78.0613,89.99995,-11.93865,142.5313638,,353.7597,0,353.7597,125145.9253,,6.000928,0,6.000928,36.01113686,,270.4461,270.0001,0.446,0.198916,,332.0865,0,332.0865,110281.4435,,2.032252,0,2.032252,4.130048192,,347.4469,0,347.4469,120719.3483,,9.127366,0,9.127366,83.3088101,,70.6696,90,-19.3304,373.6643642,,265.1819,270,-4.8181,23.21408761,,8.192258,0,8.192258,67.11309114,
2.734415,-2.73E-05,2.73E+00,7.48E+00,,11.6277,0,11.6277,135.2034073,,356.803,0,356.803,127308.3808,,359.2114,5.46E-05,3.59E+02,1.29E+05,,358.2227,7.83E-19,3.58E+02,1.28E+05,,180.5741,180,0.5741,0.32959081,,1.180489,0,1.180489,1.393554279,,87.16224,89.99995,-2.83771,8.052598044,,311.3301,0,311.3301,96926.43117,,2.542056,-0.000136604,2.542192604,6.462743235,,353.2897,5.32E-11,3.53E+02,1.25E+05,,26.12096,-2.23E-05,2.61E+01,6.82E+02,,76.25053,90,-13.74947,189.0479253,,75.23172,89.99995,-14.76823,218.1006173,,351.1244,0,351.1244,123288.3443,,7.649014,0,7.649014,58.50741517,,269.9738,270.0001,-0.0263,0.00069169,,335.1004,0,335.1004,112292.2781,,359.8828,0,359.8828,129515.6297,,348.6586,0,348.6586,121562.8194,,359.7439,0,359.7439,129415.6736,,57.45816,90,-32.54184,1058.971351,,266.9682,270,-3.0318,9.19181124,,7.814266,0,7.814266,61.06275312,
2.276754,-2.73E-05,2.28E+00,5.18E+00,,11.2004,0,11.2004,125.4489602,,354.0717,0,354.0717,125366.7687,,359.2661,5.46E-05,3.59E+02,1.29E+05,,358.2582,7.83E-19,3.58E+02,1.28E+05,,181.635,180,1.635,2.673225,,358.6022,0,358.6022,128595.5378,,88.91001,89.99995,-1.08994,1.187969204,,313.7112,0,313.7112,98414.71701,,3.077044,-0.000136604,3.077180604,9.469040468,,352.703,5.32E-11,3.53E+02,1.24E+05,,29.14826,-2.23E-05,2.91E+01,8.50E+02,,81.15482,90,-8.84518,78.23720923,,66.33689,89.99995,-23.66306,559.9404086,,342.752,0,342.752,117478.9335,,9.564802,0,9.564802,91.4854373,,269.1815,270.0001,-0.8186,0.67010596,,341.234,0,341.234,116440.6428,,357.7146,0,357.7146,127959.7351,,350.1882,0,350.1882,122631.7754,,344.2623,0,344.2623,118516.5312,,42.46312,90,-47.53688,2259.75496,,268.5469,270,-1.4531,2.11149961,,6.681735,0,6.681735,44.64558261,
2.031921,-2.73E-05,2.03E+00,4.13E+00,,10.97404,0,10.97404,120.4295539,,352.701,0,352.701,124397.9954,,359.3023,5.46E-05,3.59E+02,1.29E+05,,358.217,7.83E-19,3.58E+02,1.28E+05,,182.2334,180,2.2334,4.98807556,,357.2072,0,357.2072,127596.9837,,89.86118,89.99995,-0.13877,0.019257113,,315.2123,0,315.2123,99358.79407,,3.362777,-0.000136604,3.362913604,11.30918791,,352.3684,5.32E-11,3.52E+02,1.24E+05,,30.20813,-2.23E-05,3.02E+01,9.13E+02,,83.3823,90,-6.6177,43.79395329,,57.37289,89.99995,-32.62706,1064.525044,,334.1456,0,334.1456,111653.282,,9.950484,0,9.950484,99.01213183,,268.6783,270.0001,-1.3218,1.74715524,,344.8953,0,344.8953,118952.768,,357.019,0,357.019,127462.5664,,350.2622,0,350.2622,122683.6087,,337.0856,0,337.0856,113626.7017,,39.91559,90,-50.08441,2508.448125,,268.3865,270,-1.6135,2.60338225,,5.848559,0,5.848559,34.20564238,
2.021233,-2.73E-05,2.02E+00,4.09E+00,,10.9069,0,10.9069,118.9604676,,352.1403,0,352.1403,124002.7909,,359.3301,5.46E-05,3.59E+02,1.29E+05,,358.1292,7.83E-19,3.58E+02,1.28E+05,,182.65,180,2.65,7.0225,,356.3867,0,356.3867,127011.4799,,90.48743,89.99995,0.48748,0.23763675,,316.8702,0,316.8702,100406.7236,,3.557503,-0.000136604,3.557639604,12.65679955,,352.0709,5.32E-11,3.52E+02,1.24E+05,,30.14414,-2.23E-05,3.01E+01,9.09E+02,,84.71591,90,-5.28409,27.92160713,,46.22407,89.99995,-43.77588,1916.32767,,323.3931,0,323.3931,104583.0971,,9.368582,0,9.368582,87.77032869,,268.3626,270.0001,-1.6375,2.68140625,,348.6966,0,348.6966,121589.3189,,356.45,0,356.45,127056.6025,,350.0949,0,350.0949,122566.439,,331.9014,0,331.9014,110158.5393,,40.19803,90,-49.80197,2480.236216,,267.7463,270,-2.2537,5.07916369,,5.127922,0,5.127922,26.29558404,
2.020985,-2.73E-05,2.02E+00,4.08E+00,,10.84087,0,10.84087,117.5244624,,351.5585,0,351.5585,123593.3789,,359.3619,5.46E-05,3.59E+02,1.29E+05,,358.0302,7.83E-19,3.58E+02,1.28E+05,,183.1018,180,3.1018,9.62116324,,355.483,0,355.483,126368.1633,,91.14287,89.99995,1.14292,1.306266126,,318.7014,0,318.7014,101570.5824,,3.766799,-0.000136604,3.766935604,14.18980384,,351.7427,5.32E-11,3.52E+02,1.24E+05,,30.01869,-2.23E-05,3.00E+01,9.01E+02,,85.81128,90,-4.18872,17.54537524,,27.0839,89.99995,-62.91605,3958.429348,,304.693,0,304.693,92837.82425,,8.719089,0,8.719089,76.02251299,,267.965,270.0001,-2.0351,4.14163201,,352.9131,0,352.9131,124547.6562,,355.864,0,355.864,126639.1865,,349.9507,0,349.9507,122465.4924,,326.256,0,326.256,106442.9775,,40.63744,90,-49.36256,2436.66233,,266.9985,270,-3.0015,9.00900225,,4.319357,0,4.319357,18.65684489,
2.168105,-2.73E-05,2.17E+00,4.70E+00,,10.76866,0,10.76866,115.9640382,,351.7039,0,351.7039,123695.6333,,359.3725,5.46E-05,3.59E+02,1.29E+05,,357.9646,7.83E-19,3.58E+02,1.28E+05,,183.2637,180,3.2637,10.65173769,,355.0992,0,355.0992,126095.4418,,91.4054,89.99995,1.40545,1.975289703,,320.7513,0,320.7513,102881.3965,,3.774858,-0.000136604,3.774994604,14.25058426,,351.5334,5.32E-11,3.52E+02,1.24E+05,,29.01006,-2.23E-05,2.90E+01,8.42E+02,,86.22545,90,-3.77455,14.2472277,,10.13385,89.99995,-79.8661,6378.593929,,287.9982,0,287.9982,82942.9632,,7.421672,0,7.421672,55.08121528,,267.7704,270.0001,-2.2297,4.97156209,,357.1725,0,357.1725,127572.1948,,355.4866,0,355.4866,126370.7228,,349.9691,0,349.9691,122478.371,,323.1296,0,323.1296,104412.7384,,42.49252,90,-47.50748,2256.960656,,265.6248,270,-4.3752,19.14237504,,3.035123,0,3.035123,9.211971625,
2.348348,-2.73E-05,2.35E+00,5.51E+00,,10.6847,0,10.6847,114.1628141,,351.9188,0,351.9188,123846.8418,,359.3837,5.46E-05,3.59E+02,1.29E+05,,357.8904,7.83E-19,3.58E+02,1.28E+05,,183.4342,180,3.4342,11.79372964,,354.6708,0,354.6708,125791.3764,,91.67489,89.99995,1.67494,2.805424004,,323.1512,0,323.1512,104426.6981,,3.760524,-0.000136604,3.760660604,14.14256818,,351.2947,5.32E-11,3.51E+02,1.23E+05,,27.78051,-2.23E-05,2.78E+01,7.72E+02,,86.24386,90,-3.75614,14.1085877,,348.6065,89.99995,258.60655,66877.3477,,266.7566,0,266.7566,71159.08364,,5.859716,0,5.859716,34.3362716,,267.4254,270.0001,-2.5747,6.62908009,,2.143352,0,2.143352,4.593957796,,355.0636,0,355.0636,126070.16,,350.0264,0,350.0264,122518.4807,,319.6421,0,319.6421,102171.0721,,44.71436,90,-45.28564,2050.78919,,263.8302,270,-6.1698,38.06643204,,1.354006,0,1.354006,1.833332248,
2.413801,-2.73E-05,2.41E+00,5.83E+00,,10.37361,0,10.37361,107.6117844,,352.5255,0,352.5255,124274.2282,,359.3836,5.46E-05,3.59E+02,1.29E+05,,357.923,7.83E-19,3.58E+02,1.28E+05,,183.3539,180,3.3539,11.24864521,,354.5702,0,354.5702,125720.0267,,91.60131,89.99995,1.60136,2.56435385,,325.7166,0,325.7166,106091.3035,,3.461385,-0.000136604,3.461521604,11.98213181,,351.3145,5.32E-11,3.51E+02,1.23E+05,,25.94407,-2.23E-05,2.59E+01,6.73E+02,,86.24715,90,-3.75285,14.08388312,,335.7834,89.99995,245.78345,60409.50429,,253.789,0,253.789,64408.85652,,4.482687,0,4.482687,20.09448274,,267.3174,270.0001,-2.6827,7.19687929,,5.381269,0,5.381269,28.95805605,,355.0799,0,355.0799,126081.7354,,350.2691,0,350.2691,122688.4424,,319.5746,0,319.5746,102127.925,,46.87072,90,-43.12928,1860.134793,,262.2267,270,-7.7733,60.42419289,,359.7154,0,359.7154,129395.169,
